user_id,second_purchase_item_quantity,third_purchase_item_quantity,fourth_purchase_item_quantity,fifth_purchase_item_quantity,status_f3,status_f4,status_f5
4765,1,1,1,,維持,維持,
29934,3,3,3,3,維持,維持,維持
29936,3,3,3,3,維持,維持,維持
29943,3,3,,,維持,,
29947,3,3,3,3,維持,維持,維持
29948,3,,,,,,
29949,3,3,3,3,維持,維持,維持
29953,3,3,3,3,維持,維持,維持
29956,3,1,,,減少,,
4770,3,,,,,,
29962,3,3,3,3,維持,維持,維持
29968,2,2,2,2,維持,維持,維持
29971,3,3,3,3,維持,維持,維持
29972,3,,,,,,
29974,3,,,,,,
29975,3,3,3,3,維持,維持,維持
29981,3,,,,,,
29985,3,3,3,3,維持,維持,維持
29986,3,3,3,3,維持,維持,維持
4856,3,,,,,,
4983,3,,,,,,
30000,1,1,1,1,維持,維持,維持
30002,2,2,2,2,維持,維持,維持
5194,2,1,,,減少,,
30005,3,,,,,,
30021,2,2,2,,維持,維持,
30022,1,1,1,1,維持,維持,維持
30025,2,2,2,2,維持,維持,維持
30027,3,3,3,3,維持,維持,維持
30031,3,,,,,,
30038,3,3,3,3,維持,維持,維持
5210,3,,,,,,
5261,3,,,,,,
30048,3,2,2,2,減少,維持,維持
30050,2,2,2,2,維持,維持,維持
30053,3,3,3,3,維持,維持,維持
30054,3,3,3,3,維持,維持,維持
5285,1,1,1,,維持,維持,
30056,3,3,3,3,維持,維持,維持
30058,3,3,3,3,維持,維持,維持
30064,3,3,3,3,維持,維持,維持
5297,3,,,,,,
30073,2,2,2,2,維持,維持,維持
30074,1,1,1,1,維持,維持,維持
5315,3,,,,,,
30080,1,1,1,1,維持,維持,維持
30082,2,2,2,2,維持,維持,維持
30085,3,3,3,3,維持,維持,維持
30088,3,3,3,3,維持,維持,維持
30089,3,3,3,3,維持,維持,維持
30090,1,2,2,2,増加,維持,維持
30097,3,,,,,,
30098,3,3,3,3,維持,維持,維持
5346,1,1,1,,維持,維持,
30103,3,3,3,3,維持,維持,維持
30104,3,3,,,維持,,
5394,3,,,,,,
30114,3,3,3,3,維持,維持,維持
30115,3,3,3,3,維持,維持,維持
30119,3,3,3,3,維持,維持,維持
5508,2,1,,,減少,,
30123,3,3,3,3,維持,維持,維持
30126,2,2,2,2,維持,維持,維持
30129,2,2,2,2,維持,維持,維持
30130,2,,,,,,
30132,3,3,3,3,維持,維持,維持
30134,2,2,2,,維持,維持,
30138,3,,,,,,
30141,2,2,2,2,維持,維持,維持
5524,1,1,1,,維持,維持,
30147,3,,,,,,
30155,3,3,3,3,維持,維持,維持
5615,3,,,,,,
30166,3,,,,,,
30172,2,2,2,2,維持,維持,維持
30175,3,3,2,2,維持,減少,維持
30179,2,2,2,2,維持,維持,維持
30186,3,3,3,3,維持,維持,維持
5822,3,,,,,,
30191,3,2,2,,減少,維持,
5823,1,1,1,,維持,維持,
30194,2,2,2,2,維持,維持,維持
30207,2,2,2,,維持,維持,
30208,2,2,2,2,維持,維持,維持
30210,3,3,3,,維持,維持,
30217,2,2,2,2,維持,維持,維持
5881,3,,,,,,
30223,2,2,2,2,維持,維持,維持
5906,3,,,,,,
30229,1,1,1,1,維持,維持,維持
30234,3,3,3,3,維持,維持,維持
6134,2,1,,,減少,,
6197,3,,,,,,
30254,2,2,,,維持,,
30265,3,3,3,3,維持,維持,維持
30266,3,3,3,,維持,維持,
6356,3,,,,,,
6409,3,,,,,,
30282,1,1,1,1,維持,維持,維持
6448,3,,,,,,
30289,3,3,3,3,維持,維持,維持
6462,1,1,1,,維持,維持,
30301,1,1,1,,維持,維持,
30303,3,3,3,3,維持,維持,維持
30304,2,2,2,2,維持,維持,維持
6636,1,1,1,,維持,維持,
30319,3,2,2,2,減少,維持,維持
6648,3,,,,,,
30325,2,,,,,,
30327,2,2,2,,維持,維持,
30331,3,3,3,3,維持,維持,維持
30332,3,2,2,2,減少,維持,維持
30333,1,1,,,維持,,
6673,3,,,,,,
6799,1,1,1,,維持,維持,
30349,2,2,2,2,維持,維持,維持
30357,3,3,3,3,維持,維持,維持
30359,3,3,3,3,維持,維持,維持
30360,3,,,,,,
30363,2,2,2,2,維持,維持,維持
30368,3,3,3,3,維持,維持,維持
30378,3,3,3,3,維持,維持,維持
30383,2,2,2,2,維持,維持,維持
30384,3,3,,,維持,,
30389,3,,,,,,
6834,3,,,,,,
6869,3,,,,,,
30397,1,,,,,,
30404,3,3,3,3,維持,維持,維持
30406,3,,,,,,
30412,3,,,,,,
7125,3,,,,,,
7270,2,1,,,減少,,
30418,3,3,3,3,維持,維持,維持
30424,3,3,3,3,維持,維持,維持
30427,3,,,,,,
30429,1,1,1,1,維持,維持,維持
30435,3,3,3,3,維持,維持,維持
7361,3,,,,,,
30440,1,,,,,,
30443,1,,,,,,
30449,2,2,2,2,維持,維持,維持
30450,3,3,3,3,維持,維持,維持
30451,3,3,3,,維持,維持,
30455,2,2,2,,維持,維持,
30458,3,,,,,,
30460,2,2,2,2,維持,維持,維持
30461,2,2,2,2,維持,維持,維持
30462,1,1,1,1,維持,維持,維持
30465,3,3,3,3,維持,維持,維持
30469,2,2,,,維持,,
7507,1,1,1,,維持,維持,
30476,3,3,3,3,維持,維持,維持
30477,3,3,3,3,維持,維持,維持
7854,3,,,,,,
30487,3,3,3,3,維持,維持,維持
30491,3,3,3,3,維持,維持,維持
30494,3,3,3,3,維持,維持,維持
30495,2,2,2,2,維持,維持,維持
30500,3,,,,,,
30504,3,3,,,維持,,
30507,3,3,3,3,維持,維持,維持
7916,3,,,,,,
7925,3,,,,,,
7942,2,1,,,減少,,
30518,2,2,2,2,維持,維持,維持
30519,2,2,2,2,維持,維持,維持
8179,3,,,,,,
30523,2,2,2,2,維持,維持,維持
30527,2,2,2,2,維持,維持,維持
30528,3,3,3,3,維持,維持,維持
8202,1,1,1,,維持,維持,
8290,2,1,,,減少,,
8572,3,,,,,,
30540,2,2,3,3,維持,増加,維持
30544,3,,,,,,
30545,1,1,1,1,維持,維持,維持
30546,1,2,2,2,増加,維持,維持
30551,3,,,,,,
30552,3,3,3,3,維持,維持,維持
30558,2,2,2,2,維持,維持,維持
30559,3,3,3,3,維持,維持,維持
30560,3,3,3,3,維持,維持,維持
30568,2,,,,,,
30570,2,,,,,,
30575,3,3,3,3,維持,維持,維持
30578,3,3,3,3,維持,維持,維持
30586,3,3,3,3,維持,維持,維持
30588,3,,,,,,
30595,3,3,3,3,維持,維持,維持
30600,3,,,,,,
30601,3,3,3,3,維持,維持,維持
30611,3,3,3,3,維持,維持,維持
30613,2,2,2,2,維持,維持,維持
30618,2,2,2,2,維持,維持,維持
30621,3,3,,,維持,,
30624,3,3,3,3,維持,維持,維持
30628,1,,,,,,
30634,2,,,,,,
8679,3,,,,,,
30637,3,3,3,3,維持,維持,維持
8741,3,,,,,,
30645,2,2,2,2,維持,維持,維持
30647,3,3,3,,維持,維持,
30648,3,2,,,減少,,
30651,3,3,3,3,維持,維持,維持
30653,2,2,2,2,維持,維持,維持
30659,3,3,3,3,維持,維持,維持
30662,1,1,1,2,維持,維持,増加
30665,2,2,2,,維持,維持,
30671,3,3,3,3,維持,維持,維持
30672,1,1,1,1,維持,維持,維持
30675,2,1,1,1,減少,維持,維持
8790,3,,,,,,
30684,3,3,3,3,維持,維持,維持
30688,3,3,3,3,維持,維持,維持
30692,3,3,3,3,維持,維持,維持
30701,3,3,3,3,維持,維持,維持
30702,2,2,2,,維持,維持,
30703,3,3,3,3,維持,維持,維持
8890,3,,,,,,
30706,3,3,3,3,維持,維持,維持
9057,3,,,,,,
9123,3,,,,,,
30714,3,3,3,3,維持,維持,維持
30716,3,,,,,,
30732,3,3,3,3,維持,維持,維持
30733,2,2,2,2,維持,維持,維持
30734,3,3,3,,維持,維持,
9227,3,,,,,,
9276,1,1,1,,維持,維持,
30743,2,2,2,2,維持,維持,維持
30744,3,3,3,3,維持,維持,維持
30745,1,1,1,2,維持,維持,増加
9333,3,,,,,,
30748,2,2,2,2,維持,維持,維持
30750,3,,,,,,
30752,2,2,2,2,維持,維持,維持
30754,3,3,3,3,維持,維持,維持
9345,1,1,1,,維持,維持,
30765,3,3,3,3,維持,維持,維持
30766,3,3,3,,維持,維持,
30771,2,2,,,維持,,
30773,2,2,,,維持,,
30774,3,,,,,,
30775,3,3,3,3,維持,維持,維持
30776,2,2,2,2,維持,維持,維持
30777,3,3,3,3,維持,維持,維持
30779,3,,,,,,
30788,3,,,,,,
30790,2,2,2,2,維持,維持,維持
30795,3,3,3,3,維持,維持,維持
9375,2,1,,,減少,,
30806,3,3,3,3,維持,維持,維持
30810,3,,,,,,
30811,3,3,3,3,維持,維持,維持
30812,1,1,1,,維持,維持,
30817,3,,,,,,
30818,2,2,2,2,維持,維持,維持
30819,1,1,3,3,維持,増加,維持
30820,2,2,2,2,維持,維持,維持
9387,3,,,,,,
30826,3,3,3,3,維持,維持,維持
30827,3,,,,,,
9487,3,,,,,,
9624,1,1,1,,維持,維持,
30836,1,1,1,1,維持,維持,維持
30839,1,1,1,1,維持,維持,維持
30844,2,,,,,,
10429,3,,,,,,
30848,3,3,3,3,維持,維持,維持
30851,2,2,2,2,維持,維持,維持
10863,3,,,,,,
30858,3,,,,,,
30861,2,2,2,2,維持,維持,維持
30864,3,3,3,3,維持,維持,維持
30865,3,3,3,3,維持,維持,維持
30866,3,3,3,3,維持,維持,維持
30868,3,3,3,,維持,維持,
30873,3,3,3,3,維持,維持,維持
30875,1,,,,,,
30878,3,3,3,3,維持,維持,維持
10897,1,1,1,,維持,維持,
30881,3,3,3,,維持,維持,
30887,1,1,1,,維持,維持,
30889,2,2,2,2,維持,維持,維持
30890,3,3,3,3,維持,維持,維持
30892,1,1,2,2,維持,増加,維持
30894,3,3,3,3,維持,維持,維持
30895,1,1,1,1,維持,維持,維持
11002,3,,,,,,
30905,3,3,3,3,維持,維持,維持
30908,2,2,2,2,維持,維持,維持
30912,3,3,3,3,維持,維持,維持
11010,3,,,,,,
30918,3,3,3,3,維持,維持,維持
30920,3,3,3,3,維持,維持,維持
11022,3,,,,,,
30926,3,2,2,2,減少,維持,維持
30929,3,3,3,3,維持,維持,維持
30930,3,3,3,3,維持,維持,維持
30936,2,2,,,維持,,
30937,3,3,3,3,維持,維持,維持
11037,3,,,,,,
30943,3,3,3,3,維持,維持,維持
30946,1,1,1,1,維持,維持,維持
30949,3,3,3,3,維持,維持,維持
11182,3,,,,,,
30977,3,2,,,減少,,
30978,3,3,3,3,維持,維持,維持
30988,3,3,3,3,維持,維持,維持
11344,2,1,,,減少,,
11417,1,1,1,,維持,維持,
31004,2,2,2,2,維持,維持,維持
31009,3,,,,,,
31015,1,,,,,,
31018,3,3,3,3,維持,維持,維持
31020,3,3,3,3,維持,維持,維持
11463,3,,,,,,
31035,2,2,2,,維持,維持,
31036,1,1,1,1,維持,維持,維持
31044,3,3,3,3,維持,維持,維持
31048,3,3,3,3,維持,維持,維持
11496,1,1,1,,維持,維持,
31062,3,3,3,3,維持,維持,維持
31064,3,3,3,3,維持,維持,維持
31069,3,3,3,3,維持,維持,維持
31070,3,3,3,3,維持,維持,維持
31072,3,3,3,3,維持,維持,維持
11509,3,,,,,,
31089,3,3,3,3,維持,維持,維持
31090,3,,,,,,
11575,3,,,,,,
31092,1,1,1,1,維持,維持,維持
31093,3,3,3,3,維持,維持,維持
31094,3,3,3,3,維持,維持,維持
31097,3,3,3,3,維持,維持,維持
11584,1,1,1,,維持,維持,
11598,3,,,,,,
11643,3,,,,,,
31112,2,2,2,2,維持,維持,維持
31113,2,,,,,,
31114,3,3,,,維持,,
11691,2,1,,,減少,,
31119,2,,,,,,
31122,2,2,2,2,維持,維持,維持
31127,3,3,3,3,維持,維持,維持
31129,2,2,2,2,維持,維持,維持
11811,3,,,,,,
31135,3,,,,,,
31137,3,3,3,2,維持,維持,減少
31138,3,3,3,3,維持,維持,維持
31140,3,3,3,3,維持,維持,維持
31141,2,2,2,2,維持,維持,維持
11858,3,,,,,,
31148,3,3,3,3,維持,維持,維持
31153,3,3,,,維持,,
31155,3,3,3,3,維持,維持,維持
31160,3,3,3,,維持,維持,
31161,1,1,1,1,維持,維持,維持
31163,1,1,3,3,維持,増加,維持
31164,2,2,2,2,維持,維持,維持
31166,3,3,3,3,維持,維持,維持
31167,2,2,2,2,維持,維持,維持
11965,3,,,,,,
12071,1,1,1,,維持,維持,
31171,3,3,3,3,維持,維持,維持
31173,1,1,1,1,維持,維持,維持
31174,2,2,2,2,維持,維持,維持
31175,1,,,,,,
12091,3,,,,,,
31178,3,3,3,3,維持,維持,維持
31187,2,2,2,2,維持,維持,維持
12153,1,1,1,,維持,維持,
31189,2,2,2,1,維持,維持,減少
31197,2,2,2,2,維持,維持,維持
31199,3,3,3,3,維持,維持,維持
31201,3,3,,,維持,,
12192,3,,,,,,
31204,2,,,,,,
31207,2,2,2,1,維持,維持,減少
31208,3,3,3,3,維持,維持,維持
31209,3,3,3,3,維持,維持,維持
12354,3,,,,,,
31217,2,2,2,2,維持,維持,維持
31219,3,3,3,3,維持,維持,維持
12359,3,,,,,,
31227,2,2,2,2,維持,維持,維持
31235,3,3,3,3,維持,維持,維持
31238,3,3,3,3,維持,維持,維持
31239,3,3,,,維持,,
31243,3,3,3,3,維持,維持,維持
31245,2,2,2,2,維持,維持,維持
31248,3,3,3,3,維持,維持,維持
31249,2,2,2,2,維持,維持,維持
31251,3,3,3,3,維持,維持,維持
31255,2,2,2,2,維持,維持,維持
31258,3,3,2,,維持,減少,
12370,3,,,,,,
31268,3,3,3,3,維持,維持,維持
31272,3,3,3,3,維持,維持,維持
31275,3,3,3,3,維持,維持,維持
31278,3,3,3,3,維持,維持,維持
31279,3,3,3,3,維持,維持,維持
31281,3,3,3,3,維持,維持,維持
31283,3,3,3,3,維持,維持,維持
31288,2,,,,,,
31291,3,3,3,3,維持,維持,維持
12452,2,1,,,減少,,
31294,3,,,,,,
12536,3,,,,,,
31297,3,3,3,3,維持,維持,維持
31298,3,,,,,,
12769,3,,,,,,
31303,3,3,3,3,維持,維持,維持
31304,3,3,,,維持,,
31305,2,2,,,維持,,
31307,1,1,1,1,維持,維持,維持
31308,1,1,1,1,維持,維持,維持
31310,3,3,,,維持,,
12771,3,,,,,,
31314,2,2,2,2,維持,維持,維持
31320,2,2,2,2,維持,維持,維持
31324,2,2,2,,維持,維持,
31332,2,2,2,2,維持,維持,維持
31334,2,2,2,2,維持,維持,維持
13073,1,1,1,,維持,維持,
31340,1,1,2,,維持,増加,
31341,1,,,,,,
13116,1,1,1,,維持,維持,
31358,3,3,3,3,維持,維持,維持
13202,3,,,,,,
31365,1,,,,,,
31371,1,1,1,1,維持,維持,維持
13256,1,1,1,,維持,維持,
31377,3,3,3,3,維持,維持,維持
31379,2,,,,,,
31381,2,2,2,,維持,維持,
31382,3,3,3,,維持,維持,
31389,2,,,,,,
31390,3,3,3,3,維持,維持,維持
13317,3,,,,,,
31394,3,3,3,,維持,維持,
31402,3,3,3,3,維持,維持,維持
31405,2,2,,,維持,,
31407,3,3,3,3,維持,維持,維持
31410,2,2,2,2,維持,維持,維持
31415,2,,,,,,
13386,1,1,1,,維持,維持,
31434,2,2,2,2,維持,維持,維持
31438,2,2,2,2,維持,維持,維持
31440,3,3,3,3,維持,維持,維持
31445,2,2,2,2,維持,維持,維持
31446,3,,,,,,
31449,3,3,3,3,維持,維持,維持
31450,3,3,3,3,維持,維持,維持
13716,1,1,1,,維持,維持,
13799,3,,,,,,
31461,2,2,,,維持,,
31462,3,,,,,,
31464,1,1,1,1,維持,維持,維持
31469,3,3,3,3,維持,維持,維持
31475,3,3,3,3,維持,維持,維持
31478,2,,,,,,
31484,3,3,3,3,維持,維持,維持
31489,2,2,2,2,維持,維持,維持
31493,1,1,1,1,維持,維持,維持
13840,3,,,,,,
14057,1,1,1,,維持,維持,
14151,3,,,,,,
31508,3,,,,,,
31511,3,3,3,3,維持,維持,維持
31513,2,2,2,2,維持,維持,維持
31517,3,3,3,,維持,維持,
14296,1,1,1,,維持,維持,
14423,3,,,,,,
31527,3,3,3,3,維持,維持,維持
31529,3,,,,,,
31530,1,,,,,,
14495,3,,,,,,
31533,2,2,2,2,維持,維持,維持
14561,3,,,,,,
31535,2,2,2,2,維持,維持,維持
31545,3,3,3,3,維持,維持,維持
31546,2,2,2,,維持,維持,
31551,3,3,3,,維持,維持,
14610,3,,,,,,
31557,3,3,3,3,維持,維持,維持
14634,3,,,,,,
31569,2,2,2,2,維持,維持,維持
31571,3,,,,,,
31573,2,,,,,,
14773,3,,,,,,
31588,3,3,3,3,維持,維持,維持
14776,3,,,,,,
31598,3,,,,,,
14817,3,,,,,,
31609,3,3,3,,維持,維持,
31610,2,2,2,2,維持,維持,維持
31614,3,3,,,維持,,
14893,3,,,,,,
31620,2,2,2,2,維持,維持,維持
31621,1,,,,,,
31622,3,,,,,,
14941,3,,,,,,
31629,3,3,3,3,維持,維持,維持
31631,2,2,2,2,維持,維持,維持
31634,3,,,,,,
31635,1,1,1,1,維持,維持,維持
31640,2,2,2,2,維持,維持,維持
31641,3,,,,,,
31643,2,3,3,3,増加,維持,維持
15199,3,,,,,,
31646,3,3,3,3,維持,維持,維持
31650,3,3,3,3,維持,維持,維持
31651,2,2,2,2,維持,維持,維持
31661,2,2,2,2,維持,維持,維持
31670,3,,,,,,
31671,3,3,3,,維持,維持,
31673,2,2,2,2,維持,維持,維持
31676,3,3,3,3,維持,維持,維持
31680,3,3,,,維持,,
31683,2,2,2,2,維持,維持,維持
15459,3,,,,,,
31685,3,2,2,2,減少,維持,維持
31691,3,2,2,2,減少,維持,維持
31693,3,,,,,,
31696,3,3,3,3,維持,維持,維持
15612,3,,,,,,
31698,3,3,3,3,維持,維持,維持
15656,3,,,,,,
15738,3,,,,,,
31715,3,3,3,3,維持,維持,維持
31717,3,3,3,,維持,維持,
31727,3,3,3,3,維持,維持,維持
15782,1,1,1,,維持,維持,
15884,3,,,,,,
31738,3,,,,,,
31740,2,2,2,2,維持,維持,維持
31741,3,,,,,,
16046,2,1,,,減少,,
31744,3,3,3,3,維持,維持,維持
16068,3,,,,,,
31754,3,3,3,3,維持,維持,維持
31759,3,3,3,3,維持,維持,維持
31763,3,3,3,3,維持,維持,維持
31765,3,3,3,3,維持,維持,維持
31768,2,2,2,2,維持,維持,維持
16075,1,1,1,,維持,維持,
31771,3,3,3,3,維持,維持,維持
31779,3,3,3,3,維持,維持,維持
31786,2,2,2,2,維持,維持,維持
31788,3,3,3,3,維持,維持,維持
31800,3,3,,,維持,,
16167,3,,,,,,
31811,1,1,1,1,維持,維持,維持
31812,3,3,3,3,維持,維持,維持
31816,3,3,3,2,維持,維持,減少
31827,2,2,2,2,維持,維持,維持
16223,3,,,,,,
16355,1,1,1,,維持,維持,
31830,3,3,3,3,維持,維持,維持
31834,3,3,3,3,維持,維持,維持
31835,1,,,,,,
31836,3,,,,,,
31837,3,3,3,3,維持,維持,維持
31838,3,3,3,3,維持,維持,維持
31843,3,3,3,3,維持,維持,維持
31844,3,,,,,,
31846,2,2,2,2,維持,維持,維持
31847,2,2,2,2,維持,維持,維持
31849,2,2,2,2,維持,維持,維持
16356,3,,,,,,
16376,3,,,,,,
16494,3,,,,,,
16521,3,,,,,,
31871,3,,,,,,
31872,3,3,3,,維持,維持,
16636,3,,,,,,
31879,3,3,3,3,維持,維持,維持
31880,3,3,3,3,維持,維持,維持
31882,3,3,,,維持,,
31885,2,2,,,維持,,
31887,2,2,2,2,維持,維持,維持
31888,3,3,3,3,維持,維持,維持
31897,3,3,3,3,維持,維持,維持
31899,1,1,1,1,維持,維持,維持
31900,3,3,3,3,維持,維持,維持
31910,3,,,,,,
31917,3,3,3,,維持,維持,
31918,3,3,3,3,維持,維持,維持
16834,3,,,,,,
31924,3,3,3,3,維持,維持,維持
31928,3,3,3,3,維持,維持,維持
31930,3,3,3,3,維持,維持,維持
31931,1,1,1,1,維持,維持,維持
16920,3,,,,,,
31934,3,3,3,3,維持,維持,維持
31935,3,3,3,3,維持,維持,維持
31936,3,3,3,3,維持,維持,維持
31938,3,3,3,3,維持,維持,維持
31943,2,1,,,減少,,
31944,1,,,,,,
31952,2,2,,,維持,,
31953,3,3,3,3,維持,維持,維持
17009,1,1,1,,維持,維持,
31958,3,,,,,,
31972,2,2,2,2,維持,維持,維持
31977,3,3,3,3,維持,維持,維持
17017,3,,,,,,
31980,3,,,,,,
31982,2,2,2,2,維持,維持,維持
31985,3,3,3,3,維持,維持,維持
31989,1,1,1,1,維持,維持,維持
31991,1,1,1,1,維持,維持,維持
31995,1,1,1,1,維持,維持,維持
32002,2,2,2,3,維持,維持,増加
32004,2,2,2,2,維持,維持,維持
32008,1,1,1,1,維持,維持,維持
32009,3,3,3,3,維持,維持,維持
32011,2,2,2,2,維持,維持,維持
32014,2,2,2,2,維持,維持,維持
32015,3,3,3,3,維持,維持,維持
32017,2,2,2,2,維持,維持,維持
32021,3,3,3,3,維持,維持,維持
17145,3,,,,,,
17181,1,1,1,,維持,維持,
17214,3,,,,,,
32027,3,3,3,3,維持,維持,維持
32034,3,3,3,3,維持,維持,維持
32037,2,2,2,2,維持,維持,維持
32040,2,,,,,,
32049,3,3,3,3,維持,維持,維持
32052,3,3,3,3,維持,維持,維持
32056,2,2,2,2,維持,維持,維持
17355,3,,,,,,
32064,3,3,3,3,維持,維持,維持
32066,3,3,3,3,維持,維持,維持
17578,3,,,,,,
32077,1,,,,,,
32079,3,2,2,,減少,維持,
17604,1,1,1,,維持,維持,
17648,1,1,1,,維持,維持,
32088,2,2,2,1,維持,維持,減少
32089,3,3,3,3,維持,維持,維持
32095,3,3,3,3,維持,維持,維持
32097,3,3,3,3,維持,維持,維持
17683,3,,,,,,
32103,2,,,,,,
17695,3,,,,,,
32111,1,1,1,1,維持,維持,維持
32120,1,1,1,1,維持,維持,維持
32122,3,3,3,3,維持,維持,維持
32124,2,2,2,3,維持,維持,増加
17772,2,1,,,減少,,
32129,2,2,2,2,維持,維持,維持
32133,3,3,3,3,維持,維持,維持
32139,3,3,,,維持,,
17994,3,,,,,,
18051,3,,,,,,
32143,3,,,,,,
18133,1,1,1,,維持,維持,
32148,3,,,,,,
32151,3,3,3,3,維持,維持,維持
18224,1,1,1,,維持,維持,
18288,3,,,,,,
32157,2,,,,,,
32161,2,,,,,,
32162,3,3,3,3,維持,維持,維持
32168,3,3,3,3,維持,維持,維持
32176,2,,,,,,
32184,3,,,,,,
32187,1,1,1,1,維持,維持,維持
32188,3,,,,,,
18323,3,,,,,,
32193,2,2,2,2,維持,維持,維持
32197,3,3,3,3,維持,維持,維持
32203,3,3,3,3,維持,維持,維持
32208,3,3,3,3,維持,維持,維持
32210,1,,,,,,
32220,3,3,3,3,維持,維持,維持
32221,3,,,,,,
32227,3,3,3,3,維持,維持,維持
32228,2,,,,,,
32229,3,,,,,,
32230,3,3,3,3,維持,維持,維持
32234,3,3,3,3,維持,維持,維持
32236,3,3,3,3,維持,維持,維持
32242,1,1,1,,維持,維持,
32251,1,2,2,2,増加,維持,維持
32261,1,1,1,1,維持,維持,維持
32268,2,2,2,2,維持,維持,維持
32270,1,1,1,1,維持,維持,維持
32273,3,3,3,3,維持,維持,維持
18325,1,1,1,,維持,維持,
18712,3,,,,,,
32290,3,3,3,3,維持,維持,維持
32294,2,2,2,2,維持,維持,維持
32296,3,3,3,3,維持,維持,維持
32304,3,,,,,,
32308,2,2,,,維持,,
32319,1,1,,,維持,,
32321,1,1,1,1,維持,維持,維持
32322,3,3,,,維持,,
32328,3,3,3,3,維持,維持,維持
32329,3,3,3,3,維持,維持,維持
32337,3,3,3,3,維持,維持,維持
32342,3,3,3,3,維持,維持,維持
32347,3,3,3,3,維持,維持,維持
32349,3,3,3,3,維持,維持,維持
18915,3,,,,,,
32353,2,,,,,,
32354,2,2,,,維持,,
32355,3,3,3,3,維持,維持,維持
32358,3,3,3,3,維持,維持,維持
32365,3,3,3,3,維持,維持,維持
32369,3,3,3,3,維持,維持,維持
32373,3,3,3,3,維持,維持,維持
32375,3,3,,,維持,,
18983,3,,,,,,
32378,3,3,3,3,維持,維持,維持
32379,3,,,,,,
32380,2,2,,,維持,,
32385,1,1,1,3,維持,維持,増加
32388,2,2,2,2,維持,維持,維持
32391,3,3,3,3,維持,維持,維持
32393,3,3,3,3,維持,維持,維持
32395,2,2,2,2,維持,維持,維持
19010,3,,,,,,
19141,3,,,,,,
32404,3,3,3,3,維持,維持,維持
32409,3,3,3,3,維持,維持,維持
32410,3,,,,,,
32417,2,2,2,,維持,維持,
19197,3,,,,,,
32423,2,2,2,2,維持,維持,維持
32425,2,2,2,2,維持,維持,維持
32426,3,3,3,,維持,維持,
32429,2,2,2,2,維持,維持,維持
32430,2,2,2,2,維持,維持,維持
32431,3,3,3,3,維持,維持,維持
32438,3,3,3,,維持,維持,
32440,3,3,3,3,維持,維持,維持
32442,3,3,3,3,維持,維持,維持
32444,3,3,3,3,維持,維持,維持
32445,3,3,3,3,維持,維持,維持
32446,3,3,3,3,維持,維持,維持
32447,3,3,3,3,維持,維持,維持
32451,2,2,2,2,維持,維持,維持
32452,3,3,3,,維持,維持,
32456,3,3,3,3,維持,維持,維持
32459,3,3,3,3,維持,維持,維持
32464,2,2,2,2,維持,維持,維持
19417,3,,,,,,
19507,1,1,1,,維持,維持,
32470,3,3,3,3,維持,維持,維持
19540,1,1,1,,維持,維持,
32474,3,,,,,,
32476,3,,,,,,
32480,3,3,3,3,維持,維持,維持
32485,3,1,,,減少,,
32486,3,,,,,,
32487,2,,,,,,
32491,1,1,2,2,維持,増加,維持
32492,2,2,2,2,維持,維持,維持
19602,2,1,,,減少,,
32496,2,,,,,,
32500,2,2,2,2,維持,維持,維持
32508,3,3,2,2,維持,減少,維持
32511,2,2,2,2,維持,維持,維持
19706,1,1,1,,維持,維持,
19833,3,,,,,,
19904,3,,,,,,
19910,1,1,1,,維持,維持,
32528,3,3,3,3,維持,維持,維持
20160,1,1,1,,維持,維持,
20315,3,,,,,,
32546,3,3,3,3,維持,維持,維持
20331,2,1,,,減少,,
32549,2,,,,,,
32558,2,,,,,,
32567,3,3,3,3,維持,維持,維持
20360,3,,,,,,
32571,3,,,,,,
20433,3,,,,,,
32581,3,3,3,3,維持,維持,維持
32582,2,2,2,2,維持,維持,維持
32586,3,3,3,3,維持,維持,維持
32589,3,3,3,3,維持,維持,維持
32590,2,,,,,,
32595,1,1,1,1,維持,維持,維持
32605,2,2,2,2,維持,維持,維持
32614,2,,,,,,
20479,1,1,1,,維持,維持,
32622,3,3,3,3,維持,維持,維持
32623,3,3,3,3,維持,維持,維持
32624,3,3,3,3,維持,維持,維持
20487,1,1,1,,維持,維持,
32627,3,3,3,3,維持,維持,維持
32629,2,2,,,維持,,
20679,3,,,,,,
32633,3,3,3,3,維持,維持,維持
32640,3,,,,,,
20869,1,1,1,,維持,維持,
32654,3,3,3,3,維持,維持,維持
32659,2,,,,,,
32660,3,3,3,3,維持,維持,維持
32666,3,3,3,3,維持,維持,維持
32668,2,2,2,2,維持,維持,維持
32671,1,,,,,,
32674,3,3,3,3,維持,維持,維持
32686,3,3,3,2,維持,維持,減少
32689,3,3,3,3,維持,維持,維持
32691,2,2,2,2,維持,維持,維持
32692,2,,,,,,
32705,3,3,3,3,維持,維持,維持
32706,3,3,3,3,維持,維持,維持
32707,3,3,3,3,維持,維持,維持
32711,3,,,,,,
20955,2,1,,,減少,,
32718,3,3,3,3,維持,維持,維持
32719,2,2,,,維持,,
32720,3,3,3,3,維持,維持,維持
32722,2,,,,,,
32726,2,,,,,,
32730,3,,,,,,
32733,3,3,3,3,維持,維持,維持
21054,3,,,,,,
32742,2,2,2,2,維持,維持,維持
32744,3,3,3,3,維持,維持,維持
32749,2,2,2,2,維持,維持,維持
